case,id,sex,deg,yrdeg,field,startyr,year,rank,admin,salary,rank_order
443,52,M,PhD,81,Other,89,90,Assist,0,5155.0,1
444,52,M,PhD,81,Other,89,91,Assoc,0,6048.0,2
445,52,M,PhD,81,Other,89,92,Assoc,0,6496.0,2
446,52,M,PhD,81,Other,89,93,Assoc,0,6977.0,2
447,52,M,PhD,81,Other,89,94,Assoc,0,6977.0,2
448,52,M,PhD,81,Other,89,95,Assoc,0,7283.0,2
449,53,M,PhD,66,Other,66,76,Full,0,2232.0,3
450,53,M,PhD,66,Other,66,77,Full,0,2460.0,3
451,53,M,PhD,66,Other,66,78,Full,0,2585.0,3
452,53,M,PhD,66,Other,66,79,Full,0,2880.597,3
453,53,M,PhD,66,Other,66,80,Full,0,3253.0,3
454,53,M,PhD,66,Other,66,82,Full,1,3568.0,3
455,53,M,PhD,66,Other,66,83,Full,1,4403.0,3
456,53,M,PhD,66,Other,66,84,Full,1,4771.0,3
457,53,M,PhD,66,Other,66,85,Full,1,4771.0,3
458,53,M,PhD,66,Other,66,86,Full,1,5431.0,3
459,53,M,PhD,66,Other,66,87,Full,1,5703.0,3
460,53,M,PhD,66,Other,66,88,Full,1,6039.0,3
461,53,M,PhD,66,Other,66,89,Full,1,6555.0,3
462,53,M,PhD,66,Other,66,90,Full,1,6861.0,3
463,53,M,PhD,66,Other,66,91,Full,1,7180.0,3
464,53,M,PhD,66,Other,66,92,Full,1,7388.0,3
465,53,M,PhD,66,Other,66,93,Full,1,7823.0,3
466,53,M,PhD,66,Other,66,94,Full,1,7823.0,3
467,53,M,PhD,66,Other,66,95,Full,1,8283.0,3
469,55,M,PhD,91,Other,94,94,Assist,0,4480.0,1
470,55,M,PhD,91,Other,94,95,Assist,0,4676.0,1
471,56,M,PhD,93,Other,93,93,Assist,0,8000.0,1
472,56,M,PhD,93,Other,93,94,Assist,0,8000.0,1
473,56,M,PhD,93,Other,93,95,Assist,0,8232.0,1
474,58,F,PhD,74,Other,75,76,Assist,0,1624.0,1
475,58,F,PhD,74,Other,75,77,Assist,0,1744.0,1
476,58,F,PhD,74,Other,75,78,Assist,0,1936.0,1
477,58,F,PhD,74,Other,75,79,Assist,0,2196.0,1
478,58,F,PhD,74,Other,75,80,Assoc,0,2664.0,2
479,58,F,PhD,74,Other,75,81,Assoc,0,3137.0,2
480,58,F,PhD,74,Other,75,82,Assoc,0,3275.0,2
481,58,F,PhD,74,Other,75,83,Assoc,0,3455.0,2
482,58,F,PhD,74,Other,75,84,Full,0,3962.0,3
483,58,F,PhD,74,Other,75,85,Full,0,3962.0,3
484,58,F,PhD,74,Other,75,86,Full,0,4510.0,3
485,58,F,PhD,74,Other,75,87,Full,0,4736.0,3
486,58,F,PhD,74,Other,75,88,Full,0,4944.0,3
487,58,F,PhD,74,Other,75,89,Full,0,5366.0,3
488,58,F,PhD,74,Other,75,90,Full,0,6764.0,3
489,58,F,PhD,74,Other,75,91,Full,0,6878.0,3
490,58,F,PhD,74,Other,75,92,Full,0,7078.0,3
491,58,F,PhD,74,Other,75,93,Full,0,7283.0,3
492,58,F,PhD,74,Other,75,94,Full,0,7283.0,3
493,58,F,PhD,74,Other,75,95,Full,0,7494.0,3
494,59,F,PhD,89,Arts,90,90,Assist,0,3263.0,1
495,59,F,PhD,89,Arts,90,91,Assist,0,3318.0,1
496,59,F,PhD,89,Arts,90,92,Assist,0,3463.0,1
497,59,F,PhD,89,Arts,90,93,Assist,0,3564.0,1
498,59,F,PhD,89,Arts,90,94,Assist,0,3564.0,1
499,59,F,PhD,89,Arts,90,95,Assist,0,3774.0,1
500,60,M,PhD,79,Other,81,81,Assist,0,2556.0,1
501,60,M,PhD,79,Other,81,82,Assist,0,2642.0,1
502,60,M,PhD,79,Other,81,83,Assist,0,2787.0,1
503,60,M,PhD,79,Other,81,84,Assist,0,2935.0,1
504,60,M,PhD,79,Other,81,85,Assist,0,2935.0,1
505,60,M,PhD,79,Other,81,86,Assist,0,3200.0,1
506,60,M,PhD,79,Other,81,87,Assist,0,3361.0,1
507,60,M,PhD,79,Other,81,88,Assoc,0,4047.0,2
508,60,M,PhD,79,Other,81,89,Assoc,0,4330.0,2
509,60,M,PhD,79,Other,81,90,Assoc,0,4468.0,2
510,60,M,PhD,79,Other,81,91,Assoc,0,4743.0,2
511,60,M,PhD,79,Other,81,92,Assoc,0,4881.0,2
512,60,M,PhD,79,Other,81,93,Assoc,0,5168.0,2
513,60,M,PhD,79,Other,81,94,Assoc,0,5168.0,2
514,60,M,PhD,79,Other,81,95,Assoc,0,5472.0,2
515,61,M,PhD,76,Other,84,84,Assoc,0,3434.0,2
516,61,M,PhD,76,Other,84,85,Assoc,0,3667.0,2
517,61,M,PhD,76,Other,84,86,Assoc,0,4383.0,2
518,61,M,PhD,76,Other,84,87,Full,0,4736.0,3
519,61,M,PhD,76,Other,84,88,Full,0,4736.0,3
520,61,M,PhD,76,Other,84,89,Full,0,6370.0,3
521,61,M,PhD,76,Other,84,90,Full,0,6480.0,3
522,61,M,PhD,76,Other,84,91,Full,0,6878.0,3
523,61,M,PhD,76,Other,84,92,Full,0,7078.0,3
524,61,M,PhD,76,Other,84,93,Full,0,7388.0,3
525,61,M,PhD,76,Other,84,94,Full,0,7388.0,3
526,61,M,PhD,76,Other,84,95,Full,0,8283.0,3
527,62,M,PhD,72,Other,72,76,Assist,0,1712.0,1
528,62,M,PhD,72,Other,72,77,Assist,0,1942.0,1
529,62,M,PhD,72,Other,72,78,Assist,0,2019.0,1
530,62,M,PhD,72,Other,72,79,Assoc,0,2243.0,2
531,62,M,PhD,72,Other,72,80,Assoc,0,2364.179,2
532,62,M,PhD,72,Other,72,81,Assoc,0,2532.0,2
533,62,M,PhD,72,Other,72,82,Assoc,0,2532.0,2
534,62,M,PhD,72,Other,72,83,Assoc,0,2671.0,2
535,62,M,PhD,72,Other,72,84,Assoc,0,2851.0,2
536,62,M,PhD,72,Other,72,85,Assoc,0,2851.0,2
537,62,M,PhD,72,Other,72,86,Assoc,0,3200.0,2
538,62,M,PhD,72,Other,72,87,Assoc,0,3361.0,2
539,62,M,PhD,72,Other,72,88,Assoc,0,3361.0,2
540,62,M,PhD,72,Other,72,89,Assoc,0,3596.0,2
541,62,M,PhD,72,Other,72,90,Assoc,0,3711.0,2
542,62,M,PhD,72,Other,72,91,Assoc,0,3939.0,2
543,62,M,PhD,72,Other,72,92,Assoc,0,3996.0,2
544,62,M,PhD,72,Other,72,93,Assoc,0,4053.0,2
545,62,M,PhD,72,Other,72,94,Assoc,0,4053.0,2
546,62,M,PhD,72,Other,72,95,Assoc,0,4231.0,2
547,63,M,PhD,88,Other,90,90,Assist,0,3818.0,1
548,63,M,PhD,88,Other,90,91,Assist,0,3883.0,1
549,63,M,PhD,88,Other,90,92,Assist,0,3996.0,1
550,63,M,PhD,88,Other,90,93,Assist,0,4112.0,1
551,63,M,PhD,88,Other,90,94,Assist,0,4112.0,1
552,63,M,PhD,88,Other,90,95,Assoc,0,4610.0,2
553,64,M,PhD,64,Other,65,76,Assoc,0,2196.0,2
554,64,M,PhD,64,Other,65,77,Assoc,0,2638.0,2
555,64,M,PhD,64,Other,65,78,Full,0,3156.0,3
556,64,M,PhD,64,Other,65,79,Full,0,3459.0,3
557,64,M,PhD,64,Other,65,80,Full,0,3852.0,3
558,64,M,PhD,64,Other,65,81,Full,0,4485.0,3
559,64,M,PhD,64,Other,65,82,Full,1,4817.0,3
560,64,M,PhD,64,Other,65,83,Full,0,5133.333,3
561,64,M,PhD,64,Other,65,84,Full,1,5997.0,3
562,64,M,PhD,64,Other,65,85,Full,1,5997.0,3
563,64,M,PhD,64,Other,65,86,Full,1,6827.0,3
564,64,M,PhD,64,Other,65,87,Full,1,7169.0,3
565,64,M,PhD,64,Other,65,88,Full,1,7591.0,3
566,64,M,PhD,64,Other,65,89,Full,1,8239.0,3
567,64,M,PhD,64,Other,65,90,Full,0,8748.0,3
568,64,M,PhD,64,Other,65,91,Full,0,9286.0,3
569,64,M,PhD,64,Other,65,92,Full,0,9420.0,3
570,64,M,PhD,64,Other,65,93,Full,0,9693.0,3
571,64,M,PhD,64,Other,65,94,Full,0,9693.0,3
572,64,M,PhD,64,Other,65,95,Full,0,9974.0,3
573,65,M,PhD,70,Prof,85,85,Full,1,7110.0,3
574,65,M,PhD,70,Prof,85,86,Full,1,7323.0,3
575,65,M,PhD,70,Prof,85,87,Full,1,7692.0,3
576,65,M,PhD,70,Prof,85,88,Full,0,8633.0,3
577,65,M,PhD,70,Prof,85,89,Full,0,8977.0,3
578,65,M,PhD,70,Prof,85,90,Full,0,9532.0,3
579,65,M,PhD,70,Prof,85,91,Full,0,9833.0,3
580,65,M,PhD,70,Prof,85,92,Full,0,9974.0,3
581,65,M,PhD,70,Prof,85,93,Full,0,10263.0,3
582,65,M,PhD,70,Prof,85,94,Full,0,10263.0,3
583,65,M,PhD,70,Prof,85,95,Full,0,10411.0,3
584,66,M,PhD,75,Prof,77,77,Assist,0,1834.0,1
585,66,M,PhD,75,Prof,77,78,Assist,0,2019.0,1
586,66,M,PhD,75,Prof,77,79,Assist,0,2243.0,1
587,66,M,PhD,75,Prof,77,80,Assist,0,2507.0,1
588,66,M,PhD,75,Prof,77,81,Assoc,0,2920.0,2
589,66,M,PhD,75,Prof,77,82,Assoc,0,3260.606,2
590,66,M,PhD,75,Prof,77,83,Assoc,0,3710.0,2
591,66,M,PhD,75,Prof,77,84,Assoc,0,4256.0,2
592,66,M,PhD,75,Prof,77,85,Assoc,0,4256.0,2
593,66,M,PhD,75,Prof,77,86,Assoc,0,5129.0,2
594,66,M,PhD,75,Prof,77,87,Full,0,5543.0,3
595,66,M,PhD,75,Prof,77,88,Full,0,5786.0,3
596,66,M,PhD,75,Prof,77,89,Full,0,6462.0,3
597,66,M,PhD,75,Prof,77,90,Full,0,7162.0,3
598,66,M,PhD,75,Prof,77,91,Full,0,7494.0,3
599,66,M,PhD,75,Prof,77,92,Full,0,7823.0,3
600,66,M,PhD,75,Prof,77,93,Full,0,8049.0,3
601,66,M,PhD,75,Prof,77,94,Full,0,8049.0,3
602,66,M,PhD,75,Prof,77,95,Full,0,8165.0,3
603,67,M,PhD,68,Other,88,88,Full,0,9723.0,3
604,67,M,PhD,68,Other,88,89,Full,0,10505.0,3
605,67,M,PhD,68,Other,88,90,Full,1,11478.0,3
606,67,M,PhD,68,Other,88,91,Full,1,12011.0,3
607,67,M,PhD,68,Other,88,92,Full,1,12359.0,3
608,67,M,PhD,68,Other,88,93,Full,1,12718.0,3
609,67,M,PhD,68,Other,88,94,Full,1,12718.0,3
610,67,M,PhD,68,Other,88,95,Full,0,13275.0,3
611,68,M,PhD,77,Other,83,83,Assoc,0,3455.0,2
612,68,M,PhD,77,Other,83,84,Assoc,0,3852.0,2
613,68,M,PhD,77,Other,83,85,Assoc,0,4704.0,2
614,68,M,PhD,77,Other,83,86,Assoc,0,4844.0,2
615,68,M,PhD,77,Other,83,87,Assoc,0,5087.0,2
616,68,M,PhD,77,Other,83,88,Assoc,0,5464.0,2
617,68,M,PhD,77,Other,83,89,Full,0,6649.0,3
618,68,M,PhD,77,Other,83,90,Full,0,7060.0,3
619,68,M,PhD,77,Other,83,91,Full,0,7935.0,3
620,68,M,PhD,77,Other,83,92,Full,0,8402.0,3
621,68,M,PhD,77,Other,83,93,Full,0,8646.0,3
622,68,M,PhD,77,Other,83,94,Full,0,8646.0,3
623,68,M,PhD,77,Other,83,95,Full,0,9128.0,3
624,69,M,PhD,81,Other,81,81,Assist,0,1957.0,1
625,69,M,PhD,81,Other,81,82,Assist,0,2014.0,1
626,69,M,PhD,81,Other,81,84,Assist,0,2472.0,1
627,69,M,PhD,81,Other,81,85,Assist,0,2472.0,1
628,69,M,PhD,81,Other,81,86,Assist,0,2546.0,1
629,69,M,PhD,81,Other,81,87,Assist,0,2674.0,1
630,69,M,PhD,81,Other,81,88,Assist,0,2955.0,1
631,69,M,PhD,81,Other,81,89,Assoc,0,3576.119,2
632,69,M,PhD,81,Other,81,90,Assoc,0,3764.0,2
633,69,M,PhD,81,Other,81,91,Assoc,0,3939.0,2
634,69,M,PhD,81,Other,81,92,Assoc,0,3996.0,2
635,69,M,PhD,81,Other,81,93,Assoc,0,4112.0,2
636,69,M,PhD,81,Other,81,94,Assoc,0,4112.0,2
637,69,M,PhD,81,Other,81,95,Assoc,0,4544.0,2
638,70,F,PhD,83,Other,87,87,Assist,0,3082.0,1
639,70,F,PhD,83,Other,87,88,Assist,0,3217.0,1
640,70,F,PhD,83,Other,87,89,Assist,0,3541.0,1
641,70,F,PhD,83,Other,87,90,Assist,0,3759.0,1
642,70,F,PhD,83,Other,87,91,Assist,0,3991.0,1
643,70,F,PhD,83,Other,87,92,Assist,0,4106.0,1
644,70,F,PhD,83,Other,87,93,Assoc,0,4348.0,2
645,70,F,PhD,83,Other,87,94,Assoc,0,4348.0,2
646,70,F,PhD,83,Other,87,95,Assoc,0,4474.0,2
647,71,M,PhD,61,Other,63,76,Assist,0,1717.0,1
648,71,M,PhD,61,Other,63,77,Assist,0,1623.0,1
649,71,M,PhD,61,Other,63,78,Assist,0,1782.09,1
650,71,M,PhD,61,Other,63,79,Assist,0,1959.0,1
651,71,M,PhD,61,Other,63,80,Assist,0,2121.0,1
652,71,M,PhD,61,Other,63,81,Assist,0,2290.0,1
653,71,M,PhD,61,Other,63,82,Assist,0,2290.0,1
654,71,M,PhD,61,Other,63,83,Assist,0,2416.0,1
655,71,M,PhD,61,Other,63,84,Assist,0,2507.0,1
656,71,M,PhD,61,Other,63,85,Assist,0,2507.0,1
657,71,M,PhD,61,Other,63,86,Assoc,0,2696.0,2
658,71,M,PhD,61,Other,63,87,Assoc,0,2831.0,2
659,71,M,PhD,61,Other,63,88,Assoc,0,3361.0,2
660,71,M,PhD,61,Other,63,89,Assoc,0,3648.0,2
661,71,M,PhD,61,Other,63,90,Assoc,0,3764.0,2
662,71,M,PhD,61,Other,63,91,Assoc,0,3883.0,2
663,71,M,PhD,61,Other,63,92,Assoc,0,3996.0,2
664,71,M,PhD,61,Other,63,93,Assoc,0,4053.0,2
665,71,M,PhD,61,Other,63,94,Assoc,0,4053.0,2
666,71,M,PhD,61,Other,63,95,Assoc,0,4231.0,2
667,72,M,PhD,88,Prof,88,88,Assist,0,4855.0,1
668,72,M,PhD,88,Prof,88,89,Assist,0,4855.0,1
669,72,M,PhD,88,Prof,88,90,Assist,0,5229.0,1
670,72,M,PhD,88,Prof,88,91,Assist,0,5551.0,1
671,72,M,PhD,88,Prof,88,92,Assist,0,5794.0,1
672,72,M,PhD,88,Prof,88,93,Assist,0,6048.0,1
673,72,M,PhD,88,Prof,88,94,Assoc,0,6223.0,2
674,72,M,PhD,88,Prof,88,95,Assoc,0,6404.0,2
675,73,M,PhD,73,Other,73,76,Assist,0,1200.0,1
676,73,M,PhD,73,Other,73,77,Assist,0,1441.0,1
677,73,M,PhD,73,Other,73,78,Assist,0,2000.0,1
678,73,M,PhD,73,Other,73,79,Assoc,0,2210.0,2
679,73,M,PhD,73,Other,73,80,Assoc,0,2381.0,2
680,73,M,PhD,73,Other,73,81,Assoc,0,2677.0,2
681,73,M,PhD,73,Other,73,82,Assoc,0,2876.0,2
682,73,M,PhD,73,Other,73,83,Assoc,0,3034.0,2
683,73,M,PhD,73,Other,73,84,Assoc,0,3240.0,2
684,73,M,PhD,73,Other,73,85,Assoc,0,3240.0,2
685,73,M,PhD,73,Other,73,86,Assoc,0,3533.0,2
686,73,M,PhD,73,Other,73,87,Assoc,0,3711.0,2
687,73,M,PhD,73,Other,73,88,Assoc,0,3711.0,2
688,73,M,PhD,73,Other,73,89,Assoc,0,3970.0,2
689,73,M,PhD,73,Other,73,90,Assoc,0,4155.0,2
690,73,M,PhD,73,Other,73,91,Assoc,0,4348.0,2
691,73,M,PhD,73,Other,73,92,Assoc,0,4538.0,2
692,73,M,PhD,73,Other,73,93,Assoc,0,4670.0,2
693,73,M,PhD,73,Other,73,94,Assoc,0,4670.0,2
694,73,M,PhD,73,Other,73,95,Assoc,0,4875.0,2
695,74,M,PhD,71,Other,72,76,Assoc,0,1743.0,2
696,74,M,PhD,71,Other,72,77,Assoc,0,1980.0,2
697,74,M,PhD,71,Other,72,78,Assoc,0,2097.0,2
698,74,M,PhD,71,Other,72,79,Assoc,0,2285.0,2
699,74,M,PhD,71,Other,72,80,Assoc,0,2507.0,2
700,74,M,PhD,71,Other,72,81,Assoc,0,2758.0,2
701,74,M,PhD,71,Other,72,82,Full,0,3005.0,3
702,74,M,PhD,71,Other,72,83,Full,0,3170.0,3
703,74,M,PhD,71,Other,72,84,Full,0,3386.0,3
704,74,M,PhD,71,Other,72,85,Full,0,3386.0,3
705,74,M,PhD,71,Other,72,86,Full,0,3909.0,3
706,74,M,PhD,71,Other,72,87,Full,0,5556.0,3
707,74,M,PhD,71,Other,72,88,Full,0,5556.0,3
708,74,M,PhD,71,Other,72,89,Full,0,5931.0,3
709,74,M,PhD,71,Other,72,90,Full,0,6297.0,3
710,74,M,PhD,71,Other,72,91,Full,0,6496.0,3
711,74,M,PhD,71,Other,72,92,Full,0,6684.0,3
712,74,M,PhD,71,Other,72,93,Full,0,6878.0,3
713,74,M,PhD,71,Other,72,94,Full,0,6878.0,3
714,74,M,PhD,71,Other,72,95,Full,0,7180.0,3
715,75,M,PhD,72,Other,71,76,Assoc,0,2245.0,2
716,75,M,PhD,72,Other,71,77,Assoc,0,2461.194,2
717,75,M,PhD,72,Other,71,78,Assoc,0,2584.0,2
718,75,M,PhD,72,Other,71,79,Assoc,0,2842.0,2
719,75,M,PhD,72,Other,71,80,Assoc,0,3077.0,2
720,75,M,PhD,72,Other,71,81,Assoc,0,3517.0,2
721,75,M,PhD,72,Other,71,82,Assoc,0,3777.0,2
722,75,M,PhD,72,Other,71,83,Full,0,4468.0,3
723,75,M,PhD,72,Other,71,84,Full,0,5125.0,3
724,75,M,PhD,72,Other,71,85,Full,0,5125.0,3
725,75,M,PhD,72,Other,71,86,Full,0,6447.0,3
726,75,M,PhD,72,Other,71,87,Full,0,6771.0,3
727,75,M,PhD,72,Other,71,88,Full,0,7169.0,3
728,75,M,PhD,72,Other,71,89,Full,0,8122.0,3
729,75,M,PhD,72,Other,71,90,Full,1,8748.0,3
730,75,M,PhD,72,Other,71,91,Full,1,9286.0,3
731,75,M,PhD,72,Other,71,92,Full,1,9693.0,3
732,75,M,PhD,72,Other,71,93,Full,0,10118.0,3
733,75,M,PhD,72,Other,71,94,Full,0,10118.0,3
734,75,M,PhD,72,Other,71,95,Full,0,10442.0,3
735,76,M,PhD,57,Other,65,76,Full,1,3061.0,3
736,76,M,PhD,57,Other,65,77,Full,1,3340.0,3
737,76,M,PhD,57,Other,65,79,Full,1,4060.0,3
738,76,M,PhD,57,Other,65,80,Full,0,4473.134,3
739,76,M,PhD,57,Other,65,81,Full,0,4749.0,3
740,76,M,PhD,57,Other,65,82,Full,0,4817.0,3
741,76,M,PhD,57,Other,65,83,Full,0,5082.0,3
742,76,M,PhD,57,Other,65,84,Full,0,5274.0,3
743,76,M,PhD,57,Other,65,85,Full,0,5274.0,3
744,76,M,PhD,57,Other,65,86,Full,0,5917.0,3
745,76,M,PhD,57,Other,65,87,Full,0,6214.0,3
746,76,M,PhD,57,Other,65,88,Full,0,6304.0,3
747,76,M,PhD,57,Other,65,89,Full,0,6711.94,3
748,76,M,PhD,57,Other,65,90,Full,0,7060.0,3
749,76,M,PhD,57,Other,65,91,Full,0,7388.0,3
750,76,M,PhD,57,Other,65,92,Full,0,7602.0,3
751,76,M,PhD,57,Other,65,93,Full,0,7712.0,3
752,76,M,PhD,57,Other,65,94,Full,0,7712.0,3
753,76,M,PhD,57,Other,65,95,Full,0,7823.0,3
754,77,M,PhD,60,Other,65,76,Full,0,2726.0,3
755,77,M,PhD,60,Other,65,77,Full,0,3021.0,3
756,77,M,PhD,60,Other,65,78,Full,1,3105.0,3
757,77,M,PhD,60,Other,65,79,Full,0,3856.0,3
758,77,M,PhD,60,Other,65,80,Full,0,4062.0,3
759,77,M,PhD,60,Other,65,81,Full,0,4358.0,3
760,77,M,PhD,60,Other,65,82,Full,0,4485.0,3
761,77,M,PhD,60,Other,65,83,Full,0,4732.0,3
762,77,M,PhD,60,Other,65,84,Full,0,5125.0,3
763,77,M,PhD,60,Other,65,85,Full,0,5125.0,3
764,77,M,PhD,60,Other,65,86,Full,0,5917.0,3
765,77,M,PhD,60,Other,65,87,Full,1,6580.0,3
766,77,M,PhD,60,Other,65,88,Full,1,6967.0,3
767,77,M,PhD,60,Other,65,89,Full,1,7671.0,3
768,77,M,PhD,60,Other,65,90,Full,0,8145.0,3
769,77,M,PhD,60,Other,65,91,Full,0,8646.0,3
770,77,M,PhD,60,Other,65,92,Full,0,8896.0,3
771,77,M,PhD,60,Other,65,93,Full,0,9154.0,3
772,77,M,PhD,60,Other,65,94,Full,0,9154.0,3
773,77,M,PhD,60,Other,65,95,Full,0,9420.0,3
774,78,M,PhD,72,Other,83,83,Assist,0,2247.0,1
775,78,M,PhD,72,Other,83,84,Assist,0,2504.0,1
776,78,M,PhD,72,Other,83,85,Assist,0,2504.0,1
777,78,M,PhD,72,Other,83,86,Assist,0,2976.0,1
778,78,M,PhD,72,Other,83,87,Assist,0,3126.0,1
779,78,M,PhD,72,Other,83,88,Assist,0,3310.0,1
780,78,M,PhD,72,Other,83,89,Assoc,0,3858.0,2
781,78,M,PhD,72,Other,83,90,Assoc,0,4276.0,2
782,78,M,PhD,72,Other,83,91,Assoc,0,4604.0,2
783,78,M,PhD,72,Other,83,92,Assoc,0,4806.0,2
784,78,M,PhD,72,Other,83,93,Assoc,0,5016.0,2
785,78,M,PhD,72,Other,83,94,Assoc,0,5016.0,2
786,78,M,PhD,72,Other,83,95,Assoc,0,5236.0,2
787,81,M,PhD,64,Other,64,76,Assoc,0,1910.0,2
788,81,M,PhD,64,Other,64,77,Assoc,0,2097.0,2
789,81,M,PhD,64,Other,64,78,Assoc,0,2176.0,2
790,81,M,PhD,64,Other,64,79,Assoc,0,2369.0,2
791,81,M,PhD,64,Other,64,80,Assoc,0,2507.0,2
792,81,M,PhD,64,Other,64,81,Assoc,0,2758.0,2
793,81,M,PhD,64,Other,64,82,Assoc,0,2758.0,2
794,81,M,PhD,64,Other,64,83,Assoc,0,2910.0,2
795,81,M,PhD,64,Other,64,85,Assoc,0,3020.0,2
796,81,M,PhD,64,Other,64,86,Assoc,0,3110.0,2
797,81,M,PhD,64,Other,64,87,Assoc,0,3266.0,2
798,81,M,PhD,64,Other,64,88,Assoc,0,3361.0,2
799,81,M,PhD,64,Other,64,89,Assoc,0,3648.0,2
800,81,M,PhD,64,Other,64,90,Assoc,0,3764.0,2
801,81,M,PhD,64,Other,64,91,Assoc,0,4053.0,2
802,81,M,PhD,64,Other,64,92,Assoc,0,4292.0,2
803,81,M,PhD,64,Other,64,93,Assoc,0,4416.0,2
804,81,M,PhD,64,Other,64,94,Assoc,0,4416.0,2
805,81,M,PhD,64,Other,64,95,Assoc,0,4544.0,2
806,82,M,PhD,65,Other,69,76,Assoc,0,2018.0,2
807,82,M,PhD,65,Other,69,77,Assoc,0,2216.0,2
808,82,M,PhD,65,Other,69,78,Full,0,2419.0,3
809,82,M,PhD,65,Other,69,79,Full,0,2671.0,3
810,82,M,PhD,65,Other,69,80,Full,0,2869.0,3
811,82,M,PhD,65,Other,69,81,Full,0,3137.0,3
812,82,M,PhD,65,Other,69,82,Full,0,3228.0,3
813,82,M,PhD,65,Other,69,83,Full,0,3406.0,3
814,82,M,PhD,65,Other,69,84,Full,0,3851.0,3
815,82,M,PhD,65,Other,69,85,Full,1,3851.0,3
816,82,M,PhD,65,Other,69,86,Full,1,4575.0,3
817,82,M,PhD,65,Other,69,87,Full,1,4805.0,3
818,82,M,PhD,65,Other,69,88,Full,0,5015.0,3
819,82,M,PhD,65,Other,69,89,Full,0,5522.0,3
820,82,M,PhD,65,Other,69,90,Full,0,5752.239,3
821,82,M,PhD,65,Other,69,91,Full,0,6048.0,3
822,82,M,PhD,65,Other,69,92,Full,1,6590.0,3
823,82,M,PhD,65,Other,69,93,Full,1,6781.0,3
824,82,M,PhD,65,Other,69,94,Full,1,6781.0,3
825,82,M,PhD,65,Other,69,95,Full,1,7180.0,3
826,83,M,PhD,67,Prof,84,84,Full,0,5504.0,3
827,83,M,PhD,67,Prof,84,85,Full,0,5504.0,3
828,83,M,PhD,67,Prof,84,86,Full,0,6002.0,3
829,83,M,PhD,67,Prof,84,87,Full,0,6304.0,3
830,83,M,PhD,67,Prof,84,88,Full,0,6394.0,3
831,83,M,PhD,67,Prof,84,89,Full,0,7040.0,3
832,83,M,PhD,67,Prof,84,90,Full,0,7475.0,3
833,83,M,PhD,67,Prof,84,91,Full,0,7935.0,3
834,83,M,PhD,67,Prof,84,92,Full,0,9420.0,3
835,83,M,PhD,67,Prof,84,93,Full,0,9693.0,3
836,83,M,PhD,67,Prof,84,94,Full,0,9693.0,3
837,83,M,PhD,67,Prof,84,95,Full,0,10118.0,3
838,84,M,PhD,82,Arts,83,83,Assist,0,2186.0,1
839,84,M,PhD,82,Arts,83,84,Assist,0,2401.0,1
840,84,M,PhD,82,Arts,83,85,Assist,0,2401.0,1
841,84,M,PhD,82,Arts,83,87,Assist,0,2998.0,1
842,84,M,PhD,82,Arts,83,88,Assist,0,3085.0,1
843,84,M,PhD,82,Arts,83,89,Assoc,0,3596.0,2
844,84,M,PhD,82,Arts,83,90,Assoc,0,3818.0,2
845,84,M,PhD,82,Arts,83,91,Assoc,0,4112.0,2
846,84,M,PhD,82,Arts,83,92,Assoc,0,5318.0,2
847,84,M,PhD,82,Arts,83,93,Assoc,0,5318.0,2
848,84,M,PhD,82,Arts,83,94,Assoc,0,5318.0,2
849,84,M,PhD,82,Arts,83,95,Full,0,5712.0,3
850,86,F,PhD,94,Other,94,94,Assist,0,4544.0,1
851,86,F,PhD,94,Other,94,95,Assist,0,4610.0,1
852,88,M,PhD,57,Other,61,76,Full,0,2852.0,3
853,88,M,PhD,57,Other,61,77,Full,0,3111.0,3
854,88,M,PhD,57,Other,61,78,Full,0,3248.0,3
855,88,M,PhD,57,Other,61,79,Full,0,3606.0,3
856,88,M,PhD,57,Other,61,80,Full,0,3905.0,3
857,88,M,PhD,57,Other,61,81,Full,0,4274.627,3
858,88,M,PhD,57,Other,61,82,Full,0,4296.0,3
859,88,M,PhD,57,Other,61,83,Full,0,4532.0,3
860,88,M,PhD,57,Other,61,84,Full,0,4771.0,3
861,88,M,PhD,57,Other,61,85,Full,0,4771.0,3
862,88,M,PhD,57,Other,61,86,Full,0,5354.0,3
863,88,M,PhD,57,Other,61,87,Full,0,5623.0,3
864,88,M,PhD,57,Other,61,88,Full,0,5786.0,3
865,88,M,PhD,57,Other,61,89,Full,0,6159.701,3
866,88,M,PhD,57,Other,61,90,Full,0,6480.0,3
867,88,M,PhD,57,Other,61,91,Full,0,6781.0,3
868,88,M,PhD,57,Other,61,92,Full,0,6977.0,3
869,88,M,PhD,57,Other,61,93,Full,0,7180.0,3
870,88,M,PhD,57,Other,61,94,Full,0,7180.0,3
871,88,M,PhD,57,Other,61,95,Full,0,7494.0,3
872,89,M,PhD,58,Other,69,76,Full,0,3102.0,3
873,89,M,PhD,58,Other,69,77,Full,0,3294.0,3
874,89,M,PhD,58,Other,69,78,Full,0,3481.0,3
875,89,M,PhD,58,Other,69,79,Full,0,3856.0,3
876,89,M,PhD,58,Other,69,80,Full,0,4169.0,3
877,89,M,PhD,58,Other,69,81,Full,0,4548.0,3
878,89,M,PhD,58,Other,69,82,Full,0,4817.0,3
879,89,M,PhD,58,Other,69,83,Full,0,5081.0,3
